Host: 127.0.0.1   Database: ML    Generation Time: 2020-02-12 13:29:15 +0000

Table auth_group

"id","building_ei","building_consomation","account","account_tag","key","key_tag","sub_account","sub_account_tag","category","category_tag","nature","nature_tag","date","supplier","tag","ammount","start_date","end_date","created_at","updated_at"
42,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-10-22","BOUYGUE","Loge 10/18","58.80","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
43,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-11-23","BOUYGUE","Loge 11/18","58.80","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
44,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-12-21","BOUYGUE","Loge 12/18","64.80","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
45,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","614000","Contrats de maintenance","14","Contrat","2","Archivages","2018-01-01","PRO.ARCHIVES","Gestion archives 2018","135.17","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
46,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","614000","Contrats de maintenance","14","Contrat","18","Diagnostics","2018-09-12","E.B.A","Diagnostics EVRP 2018","279.60","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
47,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","3","Petits Travaux de Plomberie","2018-02-02","CBS ENTREPRISE","Recherche de fuite le 31/01/18","248.83","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
48,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","4","Petits Travaux de Serrurerie","2018-01-01",NULL,"Réglage ferme porte 12/16","100.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
49,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","4","Petits Travaux de Serrurerie","2018-09-24","ETABLISSEMENTS BOTTE","Répar porte entrée du 131","322.30","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
50,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","5","Petits travaux d'Electricité","2018-01-01","ANCOTEC","Vérif interr local vélo 07/17","129.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
51,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","5","Petits travaux d'Electricité","2018-07-26","ADDISSON","Remplt bouton poussoir porte entrée","129.62","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
52,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","5","Petits travaux d'Electricité","2018-09-26","ADDISSON","Dépann éclairage loc.poubelle","113.85","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
53,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","5","Petits travaux d'Electricité","2018-10-05","ADDISSON","Remplt réglette cuisine loge","155.10","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
54,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","8","Travaux importants NR","2018-02-28","PLOMB'ART AND CO","Remplt tronçon défect.","820.60","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
55,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","8","Travaux importants NR","2018-04-19","DE OLIVEIRA","Remise état espaces verts","1020.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
56,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","615000","Entretien et petites réparations","15","Entretien et Petite Réparation","8","Travaux importants NR","2018-12-03","CIMES URBAINES","Rep joint étanch.solin couverture","750.20","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
57,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","616000","Primes d'assurances","16","Primes d'Assurance","1","Assurance - Multirisque","2018-07-01","CARRE HERVE","Prime annuelle du 01/07/18 au 30/06/19","8635.17","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
58,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621100","Rémunération du syndic","21","Honoraires syndic","4","Gestion","2018-03-20","HOME DE FRANCE","Hono 1e trimestre 18","2250.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
59,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621100","Rémunération du syndic","21","Honoraires syndic","4","Gestion","2018-06-13","HOME DE FRANCE","Hono 2e trimestre 18","2250.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
60,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621100","Rémunération du syndic","21","Honoraires syndic","4","Gestion","2018-09-11","HOME DE FRANCE","Hono 3e trimestre 18","2250.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
61,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621100","Rémunération du syndic","21","Honoraires syndic","4","Gestion","2018-12-12","PAGESTI","Hono 4e trimestre 18 prorata","482.20","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
62,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621100","Rémunération du syndic","21","Honoraires syndic","4","Gestion","2018-12-12","HOME DE FRANCE","Hono 4e trimestre 18 prorata","1785.32","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
63,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621200","Débours","21","Honoraires syndic","3","Debours","2018-03-22",NULL,"Hôtel Brune résa LOPES","744.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
64,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621200","Débours","21","Honoraires syndic","3","Debours","2018-04-19",NULL,"Hôtel gardien 14/04 - 21/04/18","427.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
65,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621300","Frais postaux","21","Honoraires syndic","1","Assemblée Frais de Postes","2018-03-31","HOME DE FRANCE","Frais affranch 1er tr 18","189.69","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
66,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621300","Frais postaux","21","Honoraires syndic","1","Assemblée Frais de Postes","2018-06-11","HOME DE FRANCE","Affranch 2em tr 18","31.90","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
67,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621300","Frais postaux","21","Honoraires syndic","1","Assemblée Frais de Postes","2018-07-25","HOME DE FRANCE","Affranch 3em tr 18","15.40","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
68,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621300","Frais postaux","21","Honoraires syndic","1","Assemblée Frais de Postes","2018-07-25","HOME DE FRANCE","Affranch convoc AGO","230.08","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
69,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621300","Frais postaux","21","Honoraires syndic","1","Assemblée Frais de Postes","2018-10-19","HOME DE FRANCE","Affranch 4em tr 18","15.40","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
70,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621300","Frais postaux","21","Honoraires syndic","1","Assemblée Frais de Postes","2018-11-23","HOME DE FRANCE","Notif AG","120.33","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
71,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621300","Frais postaux","21","Honoraires syndic","1","Assemblée Frais de Postes","2018-12-04","HOME DE FRANCE","Convoc AG","196.48","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
72,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","621300","Frais postaux","21","Honoraires syndic","1","Assemblée Frais de Postes","2018-12-31","PAGESTI","Frais envoi PV AGO du 12/12/18","174.72","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
73,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","622200","Prestations particulières","21","Honoraires syndic","2","Assemblée Vacation","2018-06-27","HOME DE FRANCE","AGO 27/06/18","768.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
74,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","622200","Prestations particulières","21","Honoraires syndic","6","Sinistres","2018-06-22","HOME DE FRANCE","Rdv expert.22/06/18","120.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
75,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","622200","Prestations particulières","21","Honoraires syndic","6","Sinistres","2018-11-16","HOME DE FRANCE","Sinistre DO-MEROBIAN","160.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
76,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","622200","Prestations particulières","21","Honoraires syndic","8","Autres Vacations","2018-12-12","LE HOME DE FRANCE","Vacation RDV architecte du 05/12/17","288.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
77,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","622200","Prestations particulières","21","Honoraires syndic","8","Autres Vacations","2018-12-12","LE HOME DE","Vacation RDV Conseil syndical du 14/12/17","288.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
78,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","622200","Prestations particulières","21","Honoraires syndic","8","Autres Vacations","2018-12-12","HOME DE FRANCE","Forfait prépar AGS 12/12/18","500.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
79,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","622200","Prestations particulières","21","Honoraires syndic","8","Autres Vacations","2018-12-12","HOME DE FRANCE","Forfait reprod AGS 12/12/18","320.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
80,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","623000","Tiers intervenants","23","Tiers Intervenants","6","Frais bancaires","2018-01-31",NULL,"CDN 1ier trim 18","21.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
81,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","623000","Tiers intervenants","23","Tiers Intervenants","6","Frais bancaires","2018-06-01",NULL,"CDN 2eme trim 18","21.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
82,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","623000","Tiers intervenants","23","Tiers Intervenants","6","Frais bancaires","2018-07-04",NULL,"CDN 3ème trim 18","21.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
83,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","623000","Tiers intervenants","23","Tiers Intervenants","6","Frais bancaires","2018-10-03",NULL,"CDN 4ème trim 18","21.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
84,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","624000","Frais du conseil syndical","24","Conseil Syndical","2","Cotisation Arc","2018-09-17","A.R.C.","Cotisation du 01/11/18 au 31/10/19","227.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
85,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","632000","Taxe de balayage","32","Taxes","2","Taxe Balayage","2018-11-07","S.I.P PARIS 14EME AL","Taxe de balayage 2018","2342.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
86,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","633000","Taxe foncière","32","Taxes","3","Taxe Foncière","2018-01-01","S.I.P PARIS 14EME ALESIA","Taxe foncière 2017","797.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
87,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","633000","Taxe foncière","32","Taxes","3","Taxe Foncière","2018-10-15","S.I.P PARIS 14EME ALESIA","Taxe foncière 2018","806.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
